t_s,hip_deg,hip_vel_dps,knee_deg,knee_vel_dps,ankle_deg,ankle_vel_dps,foot_strike,mid_swing,toe_off,steady_state
115.188,-36.658,-78.9969,57.854,-177.992,-0.331937,-32.3189,0,0,0,1
115.191,-36.9574,-73.8553,57.143,-186.104,-0.431821,-20.3943,0,0,0,1
115.195,-37.2349,-66.7455,56.4002,-195.744,-0.491257,-9.48071,0,0,0,1
115.199,-37.4788,-59.3385,55.6138,-206.305,-0.505884,0.631412,0,0,0,1
115.203,-37.6985,-53.4222,54.7885,-216.251,-0.486324,8.83178,0,0,0,1
115.207,-37.8962,-47.8575,53.9244,-226.377,-0.43689,15.5514,0,0,0,1
115.211,-38.0723,-41.0812,53.0201,-237.65,-0.364837,20.1509,0,0,0,1
115.215,-38.2171,-33.8367,52.0679,-250.144,-0.279471,24.7506,0,0,0,1
115.219,-38.3367,-27.1147,51.066,-262.815,-0.171485,30.1574,0,0,0,1
115.223,-38.4289,-20.0949,50.0148,-275.625,-0.0438815,36.2462,0,0,0,1
115.227,-38.4937,-11.6898,48.9128,-289.834,0.111671,43.6442,0,0,0,1
115.231,-38.5203,-3.68936,47.7506,-303.562,0.297067,50.7938,0,0,0,1
115.234,-38.5225,1.67473,46.5414,-313.221,0.508472,54.3851,0,0,0,1
115.238,-38.5072,5.8881,45.3038,-318.772,0.721923,51.9027,0,0,0,1
115.242,-38.4765,10.8326,44.0511,-322.806,0.913936,42.2632,0,0,0,1
115.246,-38.4225,16.7397,42.782,-326.645,1.05208,29.0491,0,0,0,1
115.25,-38.3457,22.8401,41.4994,-330.283,1.14087,17.002,0,0,0,1
115.254,-38.2441,29.1561,40.2018,-335.241,1.1849,7.67271,0,0,0,1
115.258,-38.1179,36.173,38.8805,-342.418,1.20081,1.48234,0,0,0,1
115.262,-37.9615,42.755,37.5269,-349.574,1.19648,-3.39735,0,0,0,1
115.266,-37.7839,48.2949,36.1496,-355.645,1.17427,-6.04945,0,0,0,1
115.269,-37.5843,53.6418,34.7486,-361.639,1.14922,-5.73322,0,0,0,1
115.273,-37.3649,58.676,33.3245,-368.274,1.12948,-2.96048,0,0,0,1
115.277,-37.1259,62.3072,31.8716,-374.502,1.1261,2.76322,0,0,0,1
115.281,-36.8781,64.6493,30.3988,-380.764,1.15107,11.4142,0,0,0,1
115.285,-36.6208,67.4894,28.8971,-387.872,1.21527,20.7033,0,0,0,1
115.289,-36.3509,70.9816,27.3688,-394.552,1.3128,26.9121,0,0,0,1
115.293,-36.0663,72.8842,25.8148,-398.189,1.4255,29.7012,0,0,0,1
115.297,-35.7815,71.5958,24.2581,-395.904,1.54483,32.739,0,1,0,1
115.301,-35.507,67.8703,22.722,-387.971,1.68126,37.9889,0,0,0,1
115.305,-35.2513,62.3425,21.2273,-377.052,1.8416,44.373,0,0,0,1
115.309,-35.02,57.3448,19.7765,-366.891,2.0279,50.6463,0,0,0,1
115.312,-34.8034,54.3147,18.3612,-358.7,2.23724,55.4679,0,0,0,1
115.316,-34.5957,53.5161,16.9743,-352.312,2.46122,60.3374,0,0,0,1
115.32,-34.3853,55.57,15.6089,-348.749,2.7086,68.244,0,0,0,1
115.324,-34.1616,60.4539,14.2499,-348.23,2.99434,79.6405,0,0,0,1
115.328,-33.913,68.1704,12.8885,-350.32,3.33075,89.7108,0,0,0,1
115.332,-33.629,78.7836,11.5132,-353.726,3.69516,96.7867,0,0,0,1
115.336,-33.2976,92.0019,10.1252,-359.615,4.08685,106.629,0,0,0,1
115.34,-32.9103,105.334,8.70389,-366.95,4.52815,119.769,0,0,0,1
115.344,-32.4747,117.565,7.2586,-372.139,5.02249,128.526,0,0,0,1
115.348,-31.9919,130.833,5.79673,-376.597,5.53219,131.902,0,0,0,1
115.352,-31.4526,141.343,4.31662,-375.066,6.05291,132.744,0,0,0,1
115.356,-30.8877,145.778,2.86672,-365.191,6.56919,134.442,0,0,0,1
115.359,-30.3138,145.247,1.46375,-349.452,7.10317,136.1,0,0,0,1
115.363,-29.7531,136.264,0.136803,-323.23,7.6324,133.184,0,0,0,1
115.367,-29.2493,120.351,-1.06132,-286.132,8.1436,124.875,0,0,0,1
115.371,-28.8129,101.691,-2.09846,-245.868,8.60792,116.731,0,0,0,1
115.375,-28.4549,81.0963,-2.98205,-205.98,9.0555,109.579,0,0,0,1
115.379,-28.1793,58.1921,-3.70758,-162.851,9.46396,97.1414,0,0,0,1
115.383,-28.0003,39.9087,-4.25424,-123.26,9.81437,81.1384,0,0,0,1
115.387,-27.8676,30.7234,-4.67048,-89.3047,10.0978,61.6642,0,0,0,1
115.391,-27.7603,25.7403,-4.95188,-60.0214,10.2961,46.8408,0,0,0,1
115.394,-27.6665,21.914,-5.13937,-35.8616,10.4637,39.1541,0,0,0,1
115.398,-27.5891,17.4514,-5.23204,-12.4385,10.602,31.4683,0,0,0,1
115.402,-27.5302,12.2095,-5.23654,12.2957,10.7096,20.3562,0,0,0,1
115.406,-27.4937,5.69764,-5.13598,36.3289,10.761,11.805,0,0,0,1
115.41,-27.4857,-2.7513,-4.95274,58.4667,10.8018,7.82107,0,0,0,1
115.414,-27.5152,-11.3626,-4.67924,80.455,10.8221,2.56068,0,0,0,1
115.418,-27.5744,-18.9381,-4.32422,103.682,10.8218,-5.24651,0,0,0,1
115.422,-27.6632,-26.3865,-3.86927,126.889,10.7811,-11.4644,0,0,0,1
115.426,-27.7806,-33.7315,-3.33297,147.424,10.7322,-14.6189,0,0,0,1
115.43,-27.9267,-38.0146,-2.71759,164.966,10.6669,-21.3144,0,0,0,1
115.434,-28.0775,-37.78,-2.04425,178.292,10.5657,-26.3733,0,0,0,1
115.438,-28.2218,-34.1694,-1.32477,190.297,10.4609,-17.3559,0,0,0,1
115.441,-28.3445,-24.1834,-0.557648,197.037,10.4301,-15.4004,0,0,0,1
115.445,-28.4107,-7.66546,0.214482,195.728,10.3406,-31.6567,0,0,0,1
115.449,-28.4043,12.166,0.971382,187.713,10.1828,-20.3848,0,0,0,1
115.453,-28.3157,38.175,1.68089,167.873,10.1813,46.5192,1,0,0,1
115.457,-28.1061,82.8738,2.2828,121.103,10.5462,122.975,0,0,0,1
115.461,-27.6683,126.002,2.62695,65.4249,11.142,166.189,0,0,0,1
115.465,-27.1218,136.198,2.7939,32.0536,11.8445,184.838,0,0,0,1
115.469,-26.6043,117.068,2.87735,20.6103,12.586,134.404,0,0,0,1
115.473,-26.2072,82.7095,2.95491,36.1461,12.8945,51.1819,0,0,0,1
115.477,-25.9582,58.8397,3.15972,62.1132,12.9858,25.1638,0,0,0,1
115.481,-25.7476,54.6463,3.44014,77.1429,13.0911,37.6069,0,0,0,1
115.484,-25.5313,55.877,3.76237,89.0505,13.2796,27.2464,0,0,0,1
115.488,-25.3111,51.5383,4.1358,99.2677,13.3039,-5.7828,0,0,0,1
115.492,-25.1287,37.6191,4.53784,117.279,13.2344,-21.8802,0,0,0,1
115.496,-25.0172,16.045,5.05199,146.686,13.133,-23.3009,0,0,0,1
115.5,-25.0033,-10.3558,5.68375,173.679,13.0524,-18.0386,0,0,0,1
115.504,-25.0981,-39.5206,6.40877,198.12,12.9921,-17.0451,0,0,0,1
115.508,-25.3121,-59.6354,7.23146,216.582,12.9192,-23.7874,0,0,0,1
115.512,-25.564,-61.3724,8.10071,218.33,12.8062,-24.4826,0,0,0,1
115.516,-25.7915,-48.6607,8.93706,200.433,12.728,-11.9687,0,0,0,1
115.519,-25.9441,-24.6697,9.66649,168.166,12.7127,-1.49406,0,0,0,1
115.523,-25.9842,-3.27155,10.2508,137.761,12.7163,3.45021,0,0,0,1
115.527,-25.9697,7.27881,10.7427,119.531,12.7397,7.78745,0,0,0,1
115.531,-25.9274,14.5549,11.1846,107.936,12.7771,11.5779,0,0,0,1
115.535,-25.856,28.5874,11.5859,89.6438,12.8301,19.5872,0,0,0,1
115.539,-25.704,51.644,11.8848,60.2004,12.9301,32.446,0,0,0,1
115.543,-25.4525,79.1765,12.0562,27.1059,13.0836,40.5648,0,0,0,1
115.547,-25.0855,108.674,12.0966,-5.69833,13.247,36.4839,0,0,0,1
115.551,-24.6036,139.165,12.0116,-38.0101,13.3686,15.6236,0,0,0,1
115.555,-23.9984,161.839,11.7997,-61.5433,13.3691,-18.1976,0,0,0,1
115.559,-23.3393,171.015,11.5309,-71.7091,13.2264,-36.6982,0,0,0,1
115.562,-22.6624,171.466,11.2395,-73.4595,13.0824,-26.1523,0,0,0,1
115.566,-21.9998,164.189,10.957,-65.5923,13.0221,-22.6339,0,0,0,1
115.57,-21.3797,156.2,10.7271,-55.0915,12.9056,-46.7793,0,0,0,1
115.574,-20.7796,153.722,10.5266,-50.0255,12.6567,-67.1933,0,0,0,1
115.578,-20.1789,153.687,10.3363,-50.2161,12.3807,-61.2692,0,0,0,1
115.582,-19.5789,147.416,10.1343,-49.6512,12.1781,-42.8309,0,0,0,1
115.586,-19.0273,132.19,9.94839,-42.761,12.0461,-34.4511,0,0,0,1
115.59,-18.5463,113.552,9.80029,-33.9474,11.9089,-34.9591,0,0,0,1
115.594,-18.1402,97.3185,9.68319,-26.5935,11.773,-31.3056,0,0,0,1
115.598,-17.786,86.0613,9.59254,-20.9274,11.6644,-23.252,0,0,0,1
115.602,-17.4679,79.266,9.51971,-17.7897,11.5913,-20.0141,0,0,0,1
115.606,-17.1668,76.1294,9.45357,-16.9345,11.508,-24.1094,0,0,0,1
115.609,-16.8732,74.3839,9.38742,-17.1408,11.403,-29.2858,0,0,0,1
115.613,-16.5857,74.0625,9.31966,-18.5641,11.2792,-32.8875,0,0,0,1
115.617,-16.2946,74.0203,9.24239,-20.1596,11.1461,-35.0955,0,0,0,1
115.621,-16.0075,72.7238,9.16218,-20.8347,11.0051,-37.7862,0,0,0,1
115.625,-15.7265,70.8778,9.07963,-21.5192,10.8509,-40.8409,0,0,0,1
115.629,-15.4538,69.6383,8.99407,-22.1803,10.686,-42.8603,0,0,0,1
115.633,-15.1824,69.0415,8.90636,-22.8373,10.5161,-44.0068,0,0,0,1
115.637,-14.9144,68.5846,8.81566,-23.8478,10.3423,-46.1215,0,0,0,1
115.641,-14.6467,68.2148,8.72006,-25.2662,10.1558,-49.2272,0,0,0,1
115.644,-14.3815,68.7457,8.61829,-28.5776,9.95769,-50.2664,0,0,0,1
115.648,-14.1096,69.482,8.49681,-32.2808,9.76307,-49.4312,0,0,0,1
115.652,-13.8387,68.6174,8.36611,-35.025,9.57153,-47.8905,0,0,0,1
115.656,-13.5736,66.6661,8.2232,-38.3385,9.38895,-45.474,0,0,0,1
115.66,-13.3179,64.3148,8.06661,-40.7065,9.21629,-43.6174,0,0,0,1
115.664,-13.0712,62.3368,7.9052,-42.8757,9.04821,-41.5325,0,0,0,1
115.668,-12.831,61.1307,7.73166,-45.3642,8.89184,-39.5244,0,0,0,1
115.672,-12.5936,60.6357,7.55081,-48.0069,8.73945,-37.7999,0,0,0,1
115.676,-12.3573,60.2,7.35663,-50.8065,8.59655,-35.9324,0,0,0,1
115.68,-12.1233,59.7072,7.15391,-52.2965,8.45874,-35.5585,0,0,0,1
115.684,-11.8908,59.2124,6.94809,-52.7005,8.31876,-35.2888,0,0,0,1
115.688,-11.6608,58.8994,6.74222,-51.581,8.18307,-35.4595,0,0,0,1
115.691,-11.4307,58.8317,6.54514,-49.4005,8.04175,-37.1568,0,0,0,1
115.695,-11.2012,59.2185,6.3563,-47.3212,7.8928,-39.1331,0,0,0,1
115.699,-10.9681,60.5886,6.17547,-45.2869,7.73605,-41.1909,0,0,0,1
115.703,-10.7278,62.294,6.00252,-43.2688,7.57102,-43.2585,0,0,0,1
115.707,-10.4815,64.4471,5.83745,-40.8846,7.39811,-45.7511,0,0,0,1
115.711,-10.2244,66.7875,5.68313,-38.3145,7.21361,-48.2332,0,0,0,1
115.715,-9.95972,68.6747,5.53814,-36.3036,7.02131,-50.165,0,0,0,1
115.719,-9.68789,70.5145,5.39952,-34.8866,6.82172,-52.2216,0,0,0,1
115.723,-9.40886,72.8626,5.26561,-34.1709,6.61336,-54.1561,0,0,0,1
115.727,-9.11869,75.6297,5.13258,-34.2533,6.39865,-55.6336,0,0,0,1
115.731,-8.81804,78.2241,4.99802,-35.1012,6.17875,-56.077,0,0,0,1
115.734,-8.5076,80.4885,4.85837,-36.844,5.96058,-54.9578,0,0,0,1
115.738,-8.18927,82.5605,4.71019,-38.6812,5.74942,-53.0857,0,0,0,1
115.742,-7.86264,84.2256,4.55619,-41.1201,5.54587,-50.4303,0,0,0,1
115.746,-7.5313,85.2297,4.38896,-43.8489,5.35546,-47.5311,0,0,0,1
115.75,-7.19683,85.5083,4.21365,-46.1254,5.17456,-44.2127,0,0,0,1
115.754,-6.8633,85.7803,4.02863,-48.6207,5.01007,-40.3305,0,0,0,1
115.758,-6.52671,85.8027,3.83382,-50.4831,4.8595,-37.6541,0,0,0,1
115.762,-6.19301,84.8241,3.63426,-51.7339,4.71591,-35.47,0,0,0,1
115.766,-5.86406,83.5348,3.42968,-51.3667,4.58241,-34.3039,0,0,0,1
115.769,-5.54044,82.2707,3.23298,-49.9831,4.44793,-34.0327,0,0,0,1
115.773,-5.22136,80.8331,3.03921,-48.0437,4.31654,-34.6157,0,0,0,1
115.777,-4.90897,79.1637,2.85766,-44.628,4.17751,-36.9505,0,0,0,1
115.781,-4.60294,77.0916,2.69057,-40.9433,4.02788,-39.1547,0,0,0,1
115.785,-4.30673,75.0525,2.53781,-36.9141,3.87164,-41.7533,0,0,0,1
115.789,-4.01663,73.846,2.4022,-33.5072,3.70171,-44.5206,0,0,0,1
115.793,-3.72985,73.0338,2.27606,-30.3647,3.52384,-47.3319,0,0,0,1
115.797,-3.44609,72.2715,2.16499,-27.1663,3.33195,-50.1386,0,0,0,1
115.801,-3.16526,71.527,2.06383,-25.1728,3.13216,-51.7193,0,0,0,1
115.805,-2.88732,70.998,1.96834,-23.8235,2.92792,-52.9752,0,0,0,1
115.809,-2.61063,70.818,1.87772,-23.6638,2.71832,-53.4286,0,0,0,1
115.812,-2.33409,70.5539,1.78348,-24.1669,2.51054,-52.6926,0,0,0,1
115.816,-2.05946,70.0192,1.68893,-24.4469,2.30668,-51.06,0,0,0,1
115.82,-1.7871,69.6386,1.5925,-24.9062,2.11166,-48.8989,0,0,0,1
115.824,-1.51544,69.7103,1.49436,-25.2746,1.92469,-47.5694,0,0,0,1
115.828,-1.24252,70.3574,1.39506,-26.0305,1.74004,-46.8935,0,0,0,1
115.832,-0.96581,71.1525,1.29101,-26.4181,1.55835,-46.3826,0,0,0,1
115.836,-0.686679,72.0749,1.18868,-26.0183,1.3777,-45.9466,0,0,0,1
115.84,-0.402761,73.2048,1.08776,-25.7011,1.19942,-45.1593,0,0,0,1
115.844,-0.114803,74.3277,0.9879,-25.0552,1.02492,-44.6732,0,0,0,1
115.848,0.177887,75.4423,0.892027,-23.9746,0.850432,-44.7924,0,0,0,1
115.852,0.474553,77.0472,0.800611,-23.143,0.674999,-44.9227,0,0,0,1
115.856,0.779779,78.7791,0.711234,-22.3334,0.499496,-45.047,0,0,0,1
115.859,1.08997,79.8596,0.626142,-21.2532,0.323092,-45.1683,0,0,0,1
115.863,1.40364,80.3849,0.545204,-19.7406,0.146641,-45.2515,0,0,0,1
115.867,1.71794,80.7785,0.471929,-18.4305,-0.0304129,-44.7777,0,0,0,1
115.871,2.03468,81.2323,0.401225,-17.6658,-0.203162,-44.1598,0,0,0,1
115.875,2.35253,81.6672,0.333924,-16.9372,-0.375389,-44.157,0,0,0,1
115.879,2.67267,82.2844,0.268912,-16.6583,-0.548116,-43.759,0,0,0,1
115.883,2.99533,82.7896,0.203789,-16.4275,-0.717235,-43.1893,0,0,0,1
115.887,3.31942,83.0376,0.14058,-16.1826,-0.885511,-42.5616,0,0,0,1
115.891,3.64402,82.9946,0.0773707,-15.9948,-1.04973,-41.5909,0,0,0,1
115.894,3.96777,82.3342,0.0156285,-14.8516,-1.21042,-41.0573,0,0,0,1
115.898,4.28722,81.103,-0.03865,-13.1949,-1.37047,-40.5154,0,0,0,1
115.902,4.60135,79.4354,-0.08745,-11.4669,-1.52692,-40.162,0,0,0,1
115.906,4.90777,77.7018,-0.128229,-9.92673,-1.68421,-39.8342,0,0,0,1
115.91,5.20836,76.3345,-0.164998,-8.83682,-1.83811,-38.9957,0,0,0,1
115.914,5.50409,75.0266,-0.197262,-7.01034,-1.98885,-39.4586,0,0,0,1
115.918,5.79447,73.4391,-0.219762,-4.88802,-2.14636,-38.185,0,0,0,1
115.922,6.0778,71.268,-0.235447,-2.36489,-2.28715,-36.9008,0,0,0,1
115.926,6.35121,68.8044,-0.238237,0.781025,-2.43463,-38.9872,0,0,0,1
115.93,6.6153,66.549,-0.229346,3.73129,-2.59171,-36.9529,0,0,0,1
115.934,6.87109,64.3164,-0.209088,6.42105,-2.72331,-33.3119,0,0,0,1
115.938,7.11774,61.6766,-0.179185,9.70907,-2.85195,-35.583,0,0,0,1
115.941,7.35291,58.3499,-0.133241,14.1865,-3.00128,-37.3309,0,0,0,1
115.945,7.57357,54.9444,-0.0683599,19.3437,-3.14358,-34.7309,0,0,0,1
115.949,7.78213,51.6016,0.017872,24.2095,-3.2726,-32.7969,0,0,0,1
115.953,7.97668,48.174,0.120765,27.7301,-3.39979,-32.8385,0,0,0,1
115.957,8.15847,44.7371,0.234499,30.9884,-3.52913,-32.2003,0,0,0,1
115.961,8.32617,40.6624,0.362846,35.4757,-3.65133,-29.6853,0,0,0,1
115.965,8.47613,35.982,0.511636,41.5302,-3.76103,-27.6161,0,0,0,1
115.969,8.60726,31.1448,0.68728,48.4235,-3.86707,-26.3816,0,0,0,1
115.973,8.71943,26.9654,0.88992,54.4207,-3.96713,-25.293,0,0,0,1
115.977,8.81791,23.448,1.11241,59.6655,-4.06466,-24.4239,0,0,0,1
115.981,8.9026,19.565,1.35603,65.103,-4.15793,-23.1733,0,0,0,1
115.984,8.97075,15.099,1.621,70.8617,-4.24569,-20.3331,0,0,0,1
115.988,9.02056,10.8879,1.9096,76.6125,-4.31677,-16.6374,0,0,0,1
115.992,9.05581,7.27506,2.2195,81.6022,-4.37566,-12.8249,0,0,0,1
115.996,9.07739,3.66624,2.54707,86.6999,-4.41696,-8.52847,0,0,0,1
116,9.08445,-0.58133,2.8968,93.3546,-4.44229,-4.17095,0,0,0,1
116.004,9.07285,-4.86011,3.27636,99.4518,-4.44954,0.323683,0,0,0,1
116.008,9.04648,-9.52047,3.67371,104.568,-4.43976,4.20254,0,0,0,1
116.012,8.99847,-15.552,4.09324,109.526,-4.41671,8.63333,0,0,0,1
116.016,8.92499,-21.7631,4.52933,114.415,-4.37231,14.8164,0,0,0,1
116.019,8.82846,-26.821,4.98705,119.425,-4.30097,20.7116,0,0,0,1
116.023,8.71546,-31.3417,5.46228,123.153,-4.21051,26.7242,0,0,0,1
116.027,8.58362,-36.133,5.94912,126.823,-4.0922,33.3055,0,0,0,1
116.031,8.43319,-42.2878,6.45302,131.636,-3.95033,41.1461,0,0,0,1
116.035,8.25327,-49.645,6.97746,136.803,-3.77076,49.3689,0,0,0,1
116.039,8.04537,-56.8618,7.52172,141.885,-3.56466,56.6442,0,0,0,1
116.043,7.80906,-63.5984,8.08587,147.338,-3.32826,64.6655,0,0,0,1
116.047,7.54854,-69.3596,8.67272,154.083,-3.0595,74.8237,0,0,0,1
116.051,7.26723,-72.8283,9.28956,161.78,-2.74374,84.1532,0,0,0,1
116.055,6.9796,-74.0959,9.93655,169.212,-2.40209,91.4508,0,0,0,1
116.059,6.68839,-74.964,10.6114,176.594,-2.02932,100.387,0,0,0,1
116.062,6.39398,-76.9727,11.3161,186.927,-1.61787,114.093,0,0,0,1
116.066,6.08708,-81.499,12.0717,202.297,-1.13803,129.021,0,0,0,1
116.07,5.75731,-87.7341,12.8964,219.705,-0.609955,142.525,0,0,0,1
116.074,5.4017,-93.81,13.7881,235.106,-0.0246221,157.533,0,0,0,1
116.078,5.02447,-98.9486,14.7331,248.015,0.62069,177.567,0,0,0,1
116.082,4.62871,-103.657,15.7256,257.908,1.36253,201.52,0,0,0,1
116.086,4.2147,-108.932,16.7479,264.665,2.19497,226.751,0,0,0,1
116.09,3.77773,-116.966,17.7931,272.115,3.13391,253.418,0,0,0,1
116.094,3.30096,-126.332,18.8736,280.589,4.17467,280.692,0,0,0,1
116.098,2.79082,-134.529,19.9851,288.693,5.32667,307.469,0,0,0,1
116.102,2.25002,-141.694,21.1289,297.158,6.57662,332.278,0,0,0,1
116.106,1.68391,-148.277,22.3065,305.713,7.92243,356.94,0,0,0,1
116.109,1.09168,-154.032,23.5171,312.941,9.36503,382.1,0,0,0,1
116.113,0.480609,-159.292,24.7512,318.828,10.9074,412.197,0,0,0,1
116.117,-0.152715,-164.603,26.0078,324.389,12.5851,431.531,0,0,0,1
116.121,-0.805266,-168.752,27.2853,328.287,14.2785,422.786,0,0,0,1
116.125,-1.47101,-172.212,28.5724,330.28,15.8879,395.184,0,0,0,1
116.129,-2.15059,-176.858,29.8654,332.684,17.3657,348.55,0,0,0,1
116.133,-2.85262,-182.339,31.1713,336.722,18.6108,293.559,0,0,0,1
116.137,-3.57502,-186.822,32.4959,342.626,19.659,250.046,0,0,0,1
116.141,-4.31208,-189.874,33.8479,348.909,20.5641,209.712,0,0,0,1
116.144,-5.05831,-192.796,35.2216,355.444,21.2972,161.672,0,0,0,1
116.148,-5.8182,-197.555,36.6247,362.646,21.8271,131.735,0,0,1,1
116.152,-6.60161,-204.964,38.0546,370.005,22.3264,136.095,0,0,0,1
116.156,-7.41937,-211.596,39.5151,374.389,22.8903,155.761,0,0,0,1
116.16,-8.2546,-214.657,40.9793,374.005,23.5432,172.175,0,0,0,1
116.164,-9.09628,-216.36,42.4369,370.552,24.2353,175.696,0,0,0,1
116.168,-9.9448,-218.016,43.8741,364.838,24.9157,169.739,0,0,0,1
116.172,-10.7994,-216.544,45.287,352.519,25.5613,164.036,0,0,0,1
116.176,-11.6364,-209.322,46.6279,334.402,26.1971,159.398,0,0,0,1
116.18,-12.4346,-198.478,47.8993,315.019,26.8066,155.373,0,0,0,1
116.184,-13.187,-185.348,49.0889,293.486,27.4109,151.828,0,0,0,1
116.188,-13.8826,-173.142,50.192,271.936,27.9926,146.6,0,0,0,1
116.191,-14.5395,-164.134,51.2132,253.466,28.5562,137.928,0,0,0,1
116.195,-15.1648,-155.746,52.1721,238.491,29.0701,127.006,0,0,0,1
116.199,-15.7562,-146.541,53.0763,223.593,29.5483,113.2,0,0,0,1
116.203,-16.3096,-137.819,53.9188,208.026,29.9545,85.5514,0,0,0,1
116.207,-16.8329,-130.263,54.7014,194.177,30.2167,38.4602,0,0,0,1
116.211,-17.3272,-123.462,55.4357,182.883,30.2549,-1.66731,0,0,0,1
116.215,-17.7974,-118.075,56.1301,172.676,30.2036,-28.9476,0,0,0,1
116.219,-18.2496,-114.447,56.7847,163.701,30.0288,-71.9699,0,0,0,1
116.223,-18.6914,-111.753,57.4089,155.835,29.6414,-133.987,0,0,0,1
116.227,-19.1226,-108.879,58.0021,149.877,28.9821,-188.356,0,0,0,1
116.231,-19.542,-106.274,58.5798,146.083,28.17,-224.147,0,0,0,1
116.234,-19.9528,-104.358,59.1433,143.574,27.231,-253.518,0,0,0,1
116.238,-20.3572,-103.062,59.7014,142.032,26.1895,-273.17,0,0,0,1
116.242,-20.7579,-101.939,60.2528,140.184,25.097,-281.385,0,0,0,1
116.246,-21.1536,-100.903,60.7965,137.218,23.9913,-281.71,0,0,0,1
116.25,-21.5462,-100.311,61.3248,131.331,22.8963,-278.838,0,0,0,1
116.254,-21.9372,-100.513,61.8225,124.115,21.813,-277.861,0,0,0,1
116.258,-22.3314,-101.721,62.2944,117.436,20.7256,-282.132,0,0,0,1
116.262,-22.7318,-103.197,62.7399,110.134,19.609,-286.683,0,0,0,1
116.266,-23.1376,-104.607,63.1547,101.834,18.4861,-285.225,0,0,0,1
116.269,-23.549,-106.132,63.5354,92.9843,17.3808,-278.626,0,0,0,1
116.273,-23.9667,-107.719,63.8811,82.2712,16.3095,-267.278,0,0,0,1
116.277,-24.3905,-109.463,64.1781,71.8265,15.2929,-253.995,0,0,0,1
116.281,-24.8218,-111.05,64.4422,62.8214,14.3252,-239.588,0,0,0,1
116.285,-25.2581,-112.349,64.6689,52.8431,13.4212,-223.253,0,0,0,1
116.289,-25.6995,-113.763,64.855,40.7478,12.5812,-206.653,0,0,0,1
116.293,-26.1468,-115.528,64.9872,28.752,11.8068,-192.89,0,0,0,1
116.297,-26.602,-117.664,65.0797,19.6018,11.0743,-182.881,0,0,0,1
116.301,-27.066,-119.991,65.1403,12.206,10.3782,-174.803,0,0,0,1
116.305,-27.5393,-122.367,65.175,4.73899,9.70877,-167.447,0,0,0,1
116.309,-28.0219,-125.174,65.1773,-2.27968,9.07005,-160.32,0,0,0,1
116.312,-28.5172,-127.743,65.1572,-8.63918,8.45636,-154.3,0,0,0,1
116.316,-29.0198,-129.256,65.1098,-15.8045,7.86466,-149.63,0,0,0,1
116.32,-29.5269,-130.44,65.0337,-23.0865,7.28745,-146.549,0,0,0,1
116.324,-30.0388,-131.023,64.9295,-31.4347,6.71982,-142.783,0,0,0,1
116.328,-30.5505,-130.552,64.7882,-40.2388,6.17203,-138.868,0,0,0,1
116.332,-31.0587,-129.034,64.6151,-48.7471,5.63498,-136.796,0,0,0,1
116.336,-31.5585,-126.741,64.4074,-57.2083,5.10338,-136.922,0,0,0,1
116.34,-32.0488,-123.838,64.1682,-66.0623,4.56534,-137.026,0,0,0,1
116.344,-32.5259,-120.499,63.8913,-74.8281,4.03293,-136.957,0,0,0,1
116.348,-32.9901,-116.896,63.5837,-82.7489,3.49544,-137.931,0,0,0,1
116.352,-33.4391,-112.847,63.2448,-91.0753,2.95542,-137.002,0,0,0,1
116.356,-33.8717,-107.459,62.8722,-101.135,2.42518,-132.524,0,0,0,1
116.359,-34.2786,-101.549,62.4548,-113.019,1.92014,-124.384,0,0,0,1
116.363,-34.665,-96.8988,61.9893,-123.85,1.4535,-114.302,0,0,0,1
116.367,-35.0356,-92.622,61.4873,-133.542,1.02722,-101.37,0,0,0,1
116.371,-35.3885,-86.7477,60.9461,-144.846,0.661597,-85.8896,0,0,0,1
116.375,-35.7132,-80.457,60.3557,-157.194,0.356251,-69.5787,0,0,0,1
116.379,-36.0171,-75.0761,59.7181,-168.761,0.118048,-53.0614,0,0,0,1
116.383,-36.2997,-69.2683,59.0374,-179.676,-0.0582645,-37.3074,0,0,0,1
116.387,-36.5582,-62.0084,58.3144,-191.469,-0.173397,-21.0634,0,0,0,1
116.391,-36.7841,-54.7974,57.5416,-203.471,-0.222812,-6.48055,0,0,0,1
116.394,-36.9863,-48.792,56.7249,-214.606,-0.224023,4.18253,0,0,0,1
116.398,-37.1653,-42.8164,55.8651,-225.009,-0.190138,11.1573,0,0,0,1
116.402,-37.3208,-35.7055,54.9672,-236.18,-0.136863,15.1624,0,0,0,1
116.406,-37.4442,-28.8515,54.0201,-247.515,-0.0716896,17.8674,0,0,0,1
116.41,-37.5461,-23.095,53.0336,-258.68,0.00271717,21.0745,0,0,0,1
116.414,-37.6246,-16.2875,51.9992,-271.535,0.0929445,25.0389,0,0,0,1
116.418,-37.6734,-7.33513,50.9123,-286.539,0.198321,28.5001,0,0,0,1
116.422,-37.6819,0.375547,49.7608,-300.422,0.315588,31.0518,0,0,0,1
116.426,-37.6704,4.56469,48.5654,-310.915,0.440897,32.6339,0,0,0,1
116.43,-37.6463,7.08968,47.3319,-318.542,0.570524,32.1438,0,0,0,1
116.434,-37.6151,9.7369,46.077,-324.01,0.692005,27.8246,0,0,0,1
116.438,-37.5702,13.0168,44.8008,-328.495,0.787889,21.3719,0,0,0,1
